ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM_ID,UPDATED,PERIMETER,AREA,LONGITUDE,LATITUDE
Tuba,PH141113000,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,141113000,12/31/19,99239.411,341942606.3,120.557,16.321
Tublay,PH141114000,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,141114000,12/31/19,42397.798,76296995,120.633,16.506
Banaue,PH142701000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142701000,12/31/19,85029.862,192183080,121.105,16.928
Hungduan,PH142702000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142702000,12/31/19,77958.799,241451800.1,120.984,16.872
Kiangan,PH142703000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142703000,12/31/19,61929.041,119131954.8,121.089,16.775
Lagawe,PH142704000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142704000,12/31/19,104573.18,228993979.4,121.216,16.785
Lamut,PH142705000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142705000,12/31/19,60466.52,150358255.9,121.199,16.693
Mayoyao,PH142706000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142706000,12/31/19,127260.1,273808683.9,121.242,16.901
Alfonso Lista,PH142707000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142707000,12/31/19,96966.423,358756238.1,121.497,16.959
Aguinaldo,PH142708000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142708000,12/31/19,107027.542,450106717.3,121.362,16.939
Hingyon,PH142709000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142709000,12/31/19,33411.471,57246735.39,121.105,16.861
Tinoc,PH142710000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142710000,12/31/19,64987.872,229219888.2,120.95,16.697
Asipulo,PH142711000,Ifugao,PH142700000,Cordillera Administrative Region,PH140000000,142711000,12/31/19,63245.115,205399419.9,121.053,16.676
Balbalan,PH143201000,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,143201000,12/31/19,142959.218,631974902.3,121.162,17.537
Lubuagan,PH143206000,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,143206000,12/31/19,39373.302,62430219.67,121.178,17.354
Pasil,PH143208000,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,143208000,12/31/19,97419.223,337026910.3,121.057,17.353
Pinukpuk,PH143209000,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,143209000,12/31/19,105982.704,366134267.9,121.377,17.575
Rizal,PH143211000,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,143211000,12/31/19,64571.928,184788761.6,121.576,17.505
City of Tabuk,PH143213000,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,143213000,12/31/19,135921.177,689842192.6,121.43,17.41
Tanudan,PH143214000,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,143214000,12/31/19,97989.473,338950255,121.271,17.279
Tinglayan,PH143215000,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,143215000,12/31/19,79812.919,213940197.4,121.111,17.261
Barlig,PH144401000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144401000,12/31/19,83345.787,252514684.8,121.137,17.074
Bauko,PH144402000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144402000,12/31/19,65176.729,129256570.7,120.877,16.929
Besao,PH144403000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144403000,12/31/19,48906.875,130498680.9,120.835,17.12
Bontoc,PH144404000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144404000,12/31/19,76207.377,279883460.6,120.981,17.093
Natonin,PH144405000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144405000,12/31/19,93615.561,359312568.6,121.282,17.123
Paracelis,PH144406000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144406000,12/31/19,90762.226,471320102,121.457,17.181
Sabangan,PH144407000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144407000,12/31/19,49415.013,113202764.4,120.929,16.962
Sadanga,PH144408000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144408000,12/31/19,61166.299,176189219.9,121.021,17.187
Sagada,PH144409000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144409000,12/31/19,47264.837,64784962.34,120.902,17.094
Tadian,PH144410000,Mountain Province,PH144400000,Cordillera Administrative Region,PH140000000,144410000,12/31/19,56454.703,135534348.7,120.815,16.989
Calanasan,PH148101000,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,148101000,12/31/19,184459.252,1363409865,121.069,18.297
Conner,PH148102000,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,148102000,12/31/19,127658.757,704149789.2,121.255,17.758
Flora,PH148103000,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,148103000,12/31/19,98313.278,243740575.9,121.415,18.134
Kabugao,PH148104000,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,148104000,12/31/19,153581.184,989679183.2,121.155,17.994
Luna,PH148105000,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,148105000,12/31/19,78727.974,320657880.1,121.302,18.305
Pudtol,PH148106000,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,148106000,12/31/19,126515.58,302261356.7,121.311,18.145
Santa Marcela,PH148107000,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,148107000,12/31/19,44404.75,64915188.16,121.449,18.269
City of Lamitan,PH150702000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150702000,12/31/19,105906.658,248624980.4,122.099,6.641
Lantawan,PH150703000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150703000,12/31/19,92453.381,149670458.1,121.869,6.62
Maluso,PH150704000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150704000,12/31/19,108748.912,87290681.92,121.9,6.516
Sumisip,PH150705000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150705000,12/31/19,117142.335,265123715.7,122.013,6.488
Tipo-Tipo,PH150706000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150706000,12/31/19,49188.302,44884351.07,122.157,6.524
Tuburan,PH150707000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150707000,12/31/19,49966.824,44133451.33,122.206,6.602
Akbar,PH150708000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150708000,12/31/19,53809.354,30810827.91,122.197,6.644
Al-Barka,PH150709000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150709000,12/31/19,86585.322,49374535.29,122.171,6.485
Hadji Mohammad Ajul,PH150710000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150710000,12/31/19,83258.362,63260715.11,122.278,6.636
Ungkaya Pukan,PH150711000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150711000,12/31/19,78444.379,69873019.13,122.107,6.508
Hadji Muhtamad,PH150712000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150712000,12/31/19,144898.302,53577829.2,121.59,6.675
Tabuan-Lasa,PH150713000,Basilan,PH150700000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,150713000,12/31/19,111278.974,27502621.42,121.982,6.321
Bacolod-Kalawi,PH153601000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153601000,12/31/19,25292.951,21583324.47,124.124,7.888
Balabagan,PH153602000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153602000,12/31/19,46275.733,86103689.4,124.147,7.538
Balindong,PH153603000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153603000,12/31/19,35685.309,39396878.48,124.181,7.921
Bayang,PH153604000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153604000,12/31/19,24683.587,21455753.58,124.19,7.777
Binidayan,PH153605000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153605000,12/31/19,20124.811,15152325.9,124.154,7.795
Bubong,PH153606000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153606000,12/31/19,58855.655,146462265.4,124.458,8.003
Butig,PH153607000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153607000,12/31/19,89070.932,470272541.3,124.366,7.674
Ganassi,PH153609000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153609000,12/31/19,32977.13,21428491.29,124.101,7.807
Kapai,PH153610000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153610000,12/31/19,43243.53,81882626.96,124.37,8.066
Lumba-Bayabao,PH153611000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153611000,12/31/19,86011.445,256498908.4,124.472,7.785
Lumbatan,PH153612000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153612000,12/31/19,29260.199,27577948.68,124.236,7.75
Madalum,PH153613000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153613000,12/31/19,54396.287,80721431.43,124.07,7.919
Madamba,PH153614000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153614000,12/31/19,48900.144,99798157.44,124.035,7.872
Malabang,PH153615000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153615000,12/31/19,63938.322,86463805.98,124.074,7.627
Marantao,PH153616000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153616000,12/31/19,30857.096,34587383.78,124.229,7.962
Marawi City,PH153617000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153617000,12/31/19,44759.223,55619638.1,124.297,8.021
Masiu,PH153618000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153618000,12/31/19,54163.72,59711479.21,124.366,7.793
Mulondo,PH153619000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153619000,12/31/19,16940.358,12618071.81,124.365,7.918
Pagayawan,PH153620000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153620000,12/31/19,58444.766,48689997.07,124.12,7.751
Piagapo,PH153621000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153621000,12/31/19,60407.16,119711231.9,124.167,7.992
Poona Bayabao,PH153622000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153622000,12/31/19,30085.25,18835847.33,124.354,7.832
Pualas,PH153623000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153623000,12/31/19,36103.638,66522326.55,124.044,7.798
Ditsaan-Ramain,PH153624000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153624000,12/31/19,28035.704,18478195.88,124.354,7.996
Saguiaran,PH153625000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153625000,12/31/19,29318.222,33501306.54,124.247,8.042
Tamparan,PH153626000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153626000,12/31/19,13907.513,8426039.231,124.333,7.872
Taraka,PH153627000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153627000,12/31/19,15994.471,9533664.146,124.34,7.898
Tubaran,PH153628000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153628000,12/31/19,38804.794,44994535.81,124.169,7.731
Tugaya,PH153629000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153629000,12/31/19,29529,31141704.55,124.146,7.905
Wao,PH153630000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153630000,12/31/19,110811.722,314600546,124.706,7.647
Marogong,PH153631000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153631000,12/31/19,80036.449,232056735.5,124.184,7.631
Calanogas,PH153632000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153632000,12/31/19,43980.061,67393060.04,124.078,7.718
Buadiposo-Buntong,PH153633000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153633000,12/31/19,26761.762,28464330.13,124.393,7.951
Maguing,PH153634000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153634000,12/31/19,88079.471,286711748.6,124.492,7.91
Picong,PH153635000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153635000,12/31/19,83743.391,153055135.3,123.973,7.7
Lumbayanague,PH153636000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153636000,12/31/19,22027.832,17246311.09,124.282,7.773
Amai Manabilang,PH153637000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153637000,12/31/19,91310.002,328330649.8,124.599,7.759
Tagoloan II,PH153638000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153638000,12/31/19,68560.8,172223607.4,124.462,8.092
Kapatagan,PH153639000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153639000,12/31/19,78349.822,87618900.35,124.188,7.488
Sultan Dumalondong,PH153640000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153640000,12/31/19,30322.365,25438876.6,124.253,7.718
Lumbaca-Unayan,PH153641000,Lanao del Sur,PH153600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153641000,12/31/19,22131.95,21063063.22,124.21,7.729
Ampatuan,PH153801000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153801000,12/31/19,94600.133,222067354.7,124.424,6.786
Buldon,PH153802000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153802000,12/31/19,94188.773,380209091,124.425,7.505
Buluan,PH153803000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153803000,12/31/19,47049.648,57803684.2,124.809,6.697
Datu Paglas,PH153805000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153805000,12/31/19,70826.844,143647463.3,124.906,6.743
Datu Piang,PH153806000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153806000,12/31/19,45456.339,55792013.06,124.475,7.037
Datu Odin Sinsuat,PH153807000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153807000,12/31/19,109494.323,388002825.9,124.236,7.095
Shariff Aguak,PH153808000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153808000,12/31/19,43866.384,36581123.19,124.463,6.892
Matanog,PH153809000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153809000,12/31/19,59763.24,112116923.1,124.242,7.478
Pagalungan,PH153810000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153810000,12/31/19,127780.875,198305818,124.739,6.969
Parang,PH153811000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153811000,12/31/19,118686.667,144172687.1,124.251,7.362
Sultan Kudarat,PH153812000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153812000,12/31/19,86414.594,183988677.5,124.317,7.254
Sultan Sa Barongis,PH153813000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153813000,12/31/19,65767.726,107197752,124.632,6.916
Kabuntalan,PH153814000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153814000,12/31/19,54844.773,87607097.82,124.368,7.119
Upi,PH153815000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153815000,12/31/19,115983.065,530351642.3,124.116,6.96
Talayan,PH153816000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153816000,12/31/19,100056.785,136365785.8,124.306,6.946
South Upi,PH153817000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153817000,12/31/19,104415.936,441114270.8,124.227,6.822
Barira,PH153818000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153818000,12/31/19,63792.046,160609129.1,124.323,7.48
Gen. S.K. Pendatun,PH153819000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153819000,12/31/19,57441.698,140308559.3,124.744,6.841
Mamasapano,PH153820000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153820000,12/31/19,39753.304,36187834.85,124.515,6.921
Talitay,PH153821000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153821000,12/31/19,27115.384,33942665.43,124.369,7.036
Pagagawan,PH153822000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153822000,12/31/19,109244.422,159597623.1,124.768,7.063
Paglat,PH153823000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153823000,12/31/19,32475.682,33805182.91,124.778,6.785
Sultan Mastura,PH153824000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153824000,12/31/19,38143.024,55869856.24,124.272,7.3
Guindulungan,PH153825000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153825000,12/31/19,73401.355,113290990.9,124.365,6.93
Datu Saudi-Ampatuan,PH153826000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153826000,12/31/19,31731.89,40573960.23,124.437,6.955
Datu Unsay,PH153827000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153827000,12/31/19,53775.407,58847289.26,124.394,6.89
Datu Abdullah Sangki,PH153828000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153828000,12/31/19,65262.539,105962154.4,124.532,6.818
Rajah Buayan,PH153829000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153829000,12/31/19,46719.247,67964069.31,124.566,6.919
Datu Blah T. Sinsuat,PH153830000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153830000,12/31/19,140156.656,274980799.8,124.016,6.913
Datu Anggal Midtimbang,PH153831000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153831000,12/31/19,61915.988,33382898.38,124.355,7.01
Mangudadatu,PH153832000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153832000,12/31/19,73475.411,92289235.67,124.84,6.655
Pandag,PH153833000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153833000,12/31/19,40380.501,44654775.99,124.8,6.752
Northern Kabuntalan,PH153834000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153834000,12/31/19,62412.777,113220304.4,124.425,7.169
Datu Hoffer Ampatuan,PH153835000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153835000,12/31/19,54514.965,49127964.18,124.401,6.855
Datu Salibo,PH153836000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153836000,12/31/19,33986.239,29391967.78,124.48,7.001
Shariff Saydona Mustapha,PH153837000,Maguindanao,PH153800000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,153837000,12/31/19,78047.486,55915808.84,124.508,6.955
Indanan,PH156601000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156601000,12/31/19,60027.716,103124623.5,120.96,5.994
Jolo,PH156602000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156602000,12/31/19,15403.845,3001694.056,121.004,6.053
Kalingalan Caluang,PH156603000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156603000,12/31/19,98743.688,65746808.66,121.281,5.912
Luuk,PH156604000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156604000,12/31/19,76785.679,84856175.95,121.32,5.966
Maimbung,PH156605000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156605000,12/31/19,57354.104,45020541.3,121.01,5.949
Hadji Panglima Tahil,PH156606000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156606000,12/31/19,266038.35,30278400.45,120.917,6.228
Old Panamao,PH156607000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156607000,12/31/19,66138.222,64247548.42,121.231,5.982
Pangutaran,PH156608000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156608000,12/31/19,520974.868,189849556.5,120.473,6.221
Parang,PH156609000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156609000,12/31/19,54373.183,68816851.35,120.921,5.936
Pata,PH156610000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156610000,12/31/19,140188.807,57978738.23,121.168,5.818
Patikul,PH156611000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156611000,12/31/19,69982.954,140092159.5,121.087,6.049
Siasi,PH156612000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156612000,12/31/19,186092.58,83154260.8,120.862,5.537
Talipao,PH156613000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156613000,12/31/19,115195.483,170139903.1,121.093,5.961
Tapul,PH156614000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156614000,12/31/19,111369.252,56285520.8,120.96,5.711
Tongkil,PH156615000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156615000,12/31/19,290081.42,128072973.6,121.749,6.049
Panglima Estino,PH156616000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156616000,12/31/19,60836.339,33450974.16,121.18,5.966
Lugus,PH156617000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156617000,12/31/19,41166.223,36786354.19,120.838,5.686
Pandami,PH156618000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156618000,12/31/19,178020.197,68791761.27,120.704,5.558
Omar,PH156619000,Sulu,PH156600000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,156619000,12/31/19,114546.623,86058367.03,121.393,5.989
Panglima Sugala,PH157001000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157001000,12/31/19,326235.117,233960248.6,120.003,5.14
Bongao,PH157002000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157002000,12/31/19,183891.521,122106593,119.818,5.089
Mapun,PH157003000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157003000,12/31/19,113365.732,71199559.17,118.477,7.009
Simunul,PH157004000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157004000,12/31/19,77380.103,56384266.35,119.824,4.865
Sitangkai,PH157005000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157005000,12/31/19,119662.138,27857505.59,119.402,4.749
South Ubian,PH157006000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157006000,12/31/19,142092.716,31682709.11,120.561,5.28
Tandubas,PH157007000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157007000,12/31/19,388463.62,220678934.3,120.241,5.222
Turtle Islands,PH157008000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157008000,12/31/19,20381.703,3461441.959,118.219,6.159
Languyan,PH157009000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157009000,12/31/19,285892.04,230899497.9,120.091,5.261
Sapa-Sapa,PH157010000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157010000,12/31/19,145934.384,51224649.87,120.224,5.09
Sibutu,PH157011000,Tawi-Tawi,PH157000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH150000000,157011000,12/31/19,125149.325,105126520.6,119.476,4.781
Buenavista,PH160201000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160201000,12/31/19,107778.52,436416120,125.379,8.845
Butuan City,PH160202000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160202000,12/31/19,134492.022,649185215.8,125.577,8.903
City of Cabadbaran,PH160203000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160203000,12/31/19,84540.626,335200033.8,125.654,9.144
Carmen,PH160204000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160204000,12/31/19,84540.932,129072750.9,125.259,8.953
Jabonga,PH160205000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160205000,12/31/19,106882.547,271813317.1,125.607,9.346
Kitcharao,PH160206000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160206000,12/31/19,60217.459,143605888.4,125.632,9.412
Las Nieves,PH160207000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160207000,12/31/19,119595.164,192526508.7,125.501,8.735
Magallanes,PH160208000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160208000,12/31/19,26694.947,36625138.46,125.544,9.028
Nasipit,PH160209000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160209000,12/31/19,56723.126,108232328,125.334,8.928
Santiago,PH160210000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160210000,12/31/19,66394.535,196330201.8,125.645,9.259
Tubay,PH160211000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160211000,12/31/19,66815.518,94721485.04,125.55,9.214
Remedios T. Romualdez,PH160212000,Agusan del Norte,PH160200000,Region XIII,PH160000000,160212000,12/31/19,50316.932,82346539.96,125.654,9.065
City of Bayugan,PH160301000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160301000,12/31/19,104551.496,476331422.9,125.797,8.759
Bunawan,PH160302000,Agusan del Sur,PH160300000,Region XIII,PH160000000,160302000,12/31/19,105811.06,464074097.7,126.032,8.194
