ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM
Santo Niño (Faire),PH0201526,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,Santo Nino (Faire),Faire,0.84314359080,0.03080541819,361.26160167800
Solana,PH0201527,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.76540041313,0.02324172063,272.93175874300
Tuao,PH0201528,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63849241325,0.01600326546,187.91374183500
Tuguegarao City (Capital),PH0201529,Cagayan,PH02015,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.57735137064,0.01018147185,119.59776818100
Alicia,PH0203101,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.53976969662,0.01343040739,158.42486055200
Angadanan,PH0203102,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73219855150,0.01649397034,194.59791491300
Aurora,PH0203103,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46597990718,0.00634425628,74.77159462720
Benito Soliven,PH0203104,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.76576912040,0.01499149805,176.75973457800
Burgos,PH0203105,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40631962049,0.00655963141,77.27786584140
Cabagan,PH0203106,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.31329136761,0.02616604951,307.73203332000
Cabatuan,PH0203107,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.32282722530,0.00542267095,63.92629044990
City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.10988118550,0.02855149328,336.68309535800
Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.77109200061,0.01902541787,224.52909788900
Dinapigue,PH0203110,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.55514987460,0.08074384867,953.07522082400
Divilacan,PH0203111,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.44106898643,0.04490759196,528.55143456000
Echague,PH0203112,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.33339250129,0.03759455523,443.85626361700
Gamu,PH0203113,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51288732257,0.00820352493,96.63866893850
Ilagan City (Capital),PH0203114,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.62283888173,0.08173217846,962.43289973800
Jones,PH0203115,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.16435944297,0.03938055339,465.16824673300
Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.28226360131,0.00386904130,45.60320019160
Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.08270480155,0.03948186439,464.22268848200
Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,Magsaysay,0.57564618220,0.01511651318,177.89178482200
Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51680065456,0.00987268555,116.21899660100
Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.67506681717,0.01385203903,163.26110251900
Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.20899800246,0.03177020702,374.38517428100
Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63952409279,0.01840136739,216.50183570200
Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.65214975151,0.01066107877,125.53490523400
Ramon,PH0203124,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47845638502,0.01070770709,126.32482276600
Reina Mercedes,PH0203125,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.31650004587,0.00438027306,51.61994898580
Roxas,PH0203126,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61233714366,0.01010016455,118.95113136600
San Agustin,PH0203127,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.62046897323,0.01593801347,188.33896720700
San Guillermo,PH0203128,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.02871075704,0.03275036751,386.59814409600
San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.34490361978,0.00545785023,64.40483571250
San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45753251570,0.00882866717,104.02471536600
San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.75289143623,0.11850135254,1397.20048508000
San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47758926238,0.00936188658,110.39871927400
San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.89869470236,0.03831398452,450.38816060700
Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50723556549,0.01011959159,118.96076553600
City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64832073648,0.01286118083,151.81653929700
Santo Tomas,PH0203136,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40084336863,0.00657178651,77.29593879400
Tumauini,PH0203137,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.97315426395,0.03404193108,400.55949958200
Ambaguio,PH0205001,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56553591558,0.01502426803,177.47095974100
Aritao,PH0205002,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.78819965432,0.02468116390,291.98983793400
Bagabag,PH0205003,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59735688168,0.01243388527,146.83275634000
Bambang,PH0205004,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.65067167619,0.01943936070,229.80290947100
Bayombong (Capital),PH0205005,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48630762073,0.01206177964,142.52603450400
Diadi,PH0205006,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73328186467,0.01784331425,210.66626579400
Dupax del Norte,PH0205007,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.16890975839,0.02519169870,298.07728124400
Dupax del Sur,PH0205008,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.19762498227,0.03482913925,412.28705611300
Kasibu,PH0205009,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.03423568103,0.05212825979,616.42137954900
Kayapa,PH0205010,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.06492466775,0.04377967944,517.51397137200
Quezon,PH0205011,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61397996692,0.01796256675,212.24899230300
Santa Fe,PH0205012,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.80735973235,0.02088357797,247.12850490600
Solano,PH0205013,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.50454456717,0.00749279977,88.50671154790
Villaverde,PH0205014,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.37848462639,0.00574290665,67.81588314560
Alfonso Castaneda,PH0205015,Nueva Vizcaya,PH02050,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.83745508394,0.03937995524,466.63297042600
Aglipay,PH0205701,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.12544964405,0.02371447176,280.30642346000
Cabarroguis (Capital),PH0205702,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.72239275735,0.01599903891,189.08284610300
Diffun,PH0205703,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.80535863468,0.02437034514,287.86103700500
Maddela,PH0205704,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.45232153561,0.06517665749,770.62251678900
Saguday,PH0205705,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.32397597866,0.00424734547,50.16993115800
Nagtipunan,PH0205706,Quirino,PH02057,Region II (Cagayan Valley),PH02,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.64729937578,0.10053266239,1189.96702835000
Abucay,PH0300801,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42430128583,0.00645297271,76.88902406350
Bagac,PH0300802,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.77063942721,0.01585562062,189.03549767000
City of Balanga (Capital),PH0300803,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55694752437,0.00751669484,89.58513846300
Dinalupihan,PH0300804,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.55102420545,0.00634165642,75.50977854040
Hermosa,PH0300805,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.78695023201,0.01250635253,148.95286941500
Limay,PH0300806,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42411591178,0.00509014014,60.70008365720
Mariveles,PH0300807,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.02764847239,0.01629031932,194.31621969300
Morong,PH0300808,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.62416090863,0.01456839560,173.59919962700
Orani,PH0300809,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61338367921,0.00450480925,53.65953608870
Orion,PH0300810,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56384007904,0.00751869478,89.63981218680
Pilar,PH0300811,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.43888831084,0.00382153831,45.55326178570
Samal,PH0300812,Bataan,PH03008,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47997509470,0.00398826658,47.51322861390
Angat,PH0301401,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56357178291,0.00415053122,49.40828979840
Balagtas (Bigaa),PH0301402,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,Bigaa,0.29135678605,0.00180364236,21.48062701230
City of Baliwag,PH0301403,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40483112621,0.00384459096,45.75989445970
Bocaue,PH0301404,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.30073175416,0.00221241989,26.35251148730
Bulacan,PH0301405,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46954139279,0.00607221215,72.33712004760
Bustos,PH0301406,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.31363985411,0.00334885683,39.86503138360
Calumpit,PH0301407,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.32653694641,0.00393096664,46.80052200630
Guiguinto,PH0301408,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.25097906656,0.00187404704,22.31750386220
Hagonoy,PH0301409,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.54623276675,0.00700192410,83.39439845610
City of Malolos (Capital),PH0301410,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.61820514267,0.00594809659,70.83791751850
Marilao,PH0301411,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40638181836,0.00237925115,28.34295874700
City of Meycauayan,PH0301412,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.47793785750,0.00266775111,31.78264801250
Norzagaray,PH0301413,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.18824427245,0.02497543572,297.38026156500
Obando,PH0301414,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.25282517820,0.00136022394,16.20758215810
Pandi,PH0301415,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40850986086,0.00423438726,50.41772125980
Paombong,PH0301416,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40674517724,0.00380208511,45.28503144730
Plaridel,PH0301417,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.36559049482,0.00300195551,35.74236484520
Pulilan,PH0301418,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.33870155651,0.00358219692,42.64445362280
San Ildefonso,PH0301419,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.72998257648,0.01400157792,166.57582365200
City of San Jose del Monte,PH0301420,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60331790904,0.00905579910,107.85680258600
San Miguel,PH0301421,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.84668716797,0.01950632956,231.94039833300
San Rafael,PH0301422,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68868518639,0.00854205988,101.65635513000
Santa Maria,PH0301423,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.40928148463,0.00664358457,79.11849410570
Doña Remedios Trinidad,PH0301424,Bulacan,PH03014,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,Dona Remedios Trinidad,,1.43548132654,0.08333930203,991.44562568100
Aliaga,PH0304901,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46086536177,0.00802338263,95.25709102260
Bongabon,PH0304902,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.70150180640,0.01816953902,215.56084649300
Cabanatuan City,PH0304903,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.75599569491,0.01593768874,189.23081949900
Cabiao,PH0304904,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.68003648867,0.00944474282,112.27411242000
Carranglan,PH0304905,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,1.06950790976,0.06201654931,734.48602235200
Cuyapo,PH0304906,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.58823863925,0.01504267375,178.35494198800
Gabaldon (Bitulok & Sabani),PH0304907,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,Bitulok & Sabani,0.75482504023,0.03095338645,367.50488861200
City of Gapan,PH0304908,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.74774814833,0.01448573776,172.15854005800
General Mamerto Natividad,PH0304909,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.60982137852,0.00913392725,108.39831869500
General Tinio (Papaya),PH0304910,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,Papaya,1.16280512910,0.04739423966,563.15599515100
Guimba,PH0304911,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.88323737195,0.01815185620,215.35314545000
Jaen,PH0304912,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51959011002,0.00825769804,98.09617823060
Laur,PH0304913,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59336538830,0.01316315060,156.25265694000
Licab,PH0304914,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.39971221699,0.00542982988,64.45737432530
Llanera,PH0304915,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.64815969386,0.00843867490,100.10891363000
Lupao,PH0304916,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.45351843950,0.00985022561,116.75187155700
Science City of Muñoz,PH0304917,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,Science City of Munoz,,0.68394799837,0.01091478879,129.44463442200
Nampicuan,PH0304918,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.29299206949,0.00392372115,46.53721486890
Palayan City (Capital),PH0304919,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.86660677466,0.01105236558,131.22593489300
Pantabangan,PH0304920,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,2.52335678713,0.03540686775,419.72824773400
Peñaranda,PH0304921,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,Penaranda,,0.54623441736,0.00531012390,63.08240338630
Quezon,PH0304922,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.39463504345,0.00540118971,64.10673115940
Rizal,PH0304923,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.63060906184,0.01133533862,134.46284430500
San Antonio,PH0304924,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.73909131061,0.01525517560,181.26723853300
San Isidro,PH0304925,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38203754974,0.00402073046,47.78832275620
San Jose City,PH0304926,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.78578763902,0.01618906816,191.94711166200
San Leonardo,PH0304927,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.38399568522,0.00427383895,50.77563037410
Santa Rosa,PH0304928,Nueva Ecija,PH03049,Region III (Central Luzon),PH03,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.81710335956,0.00901986884,107.12473145900
