ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,ADM3_REF,ADM3ALT1EN,Shape_Leng,Shape_Area,AREA_SQKM
South Upi,PH1908817,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.94437749377,0.03608526219,441.11427071400
Gen. S.K. Pendatun,PH1908819,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.51955369255,0.01147834631,140.30855894900
Mamasapano,PH1908820,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.35958670321,0.00296093575,36.18783552990
Pagagawan,PH1908822,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.98829001027,0.01306234916,159.59762256200
Paglat,PH1908823,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.29372595454,0.00276521659,33.80518279480
Guindulungan,PH1908825,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.66396596620,0.00926978834,113.29099072600
Datu Saudi-Ampatuan,PH1908826,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.28705262489,0.00332004573,40.57395985950
Datu Unsay,PH1908827,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.48645261690,0.00481465527,58.84729177580
Datu Abdullah Sangki,PH1908828,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.59026552061,0.00866813572,105.96215399500
Rajah Buayan,PH1908829,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.42259207079,0.00556088211,67.96406921000
Datu Anggal Midtimbang,PH1908831,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.56018888207,0.00273193694,33.38289840640
Mangudadatu,PH1908832,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.66443925573,0.00754717064,92.28923556520
Pandag,PH1908833,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.36520425389,0.00365245798,44.65477589710
Datu Hoffer Ampatuan,PH1908835,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.49313718648,0.00401916654,49.12796418510
Datu Salibo,PH1908836,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.30747598863,0.00240528613,29.39196812080
Shariff Saydona Mustapha,PH1908837,Maguindanao del Sur,PH19088,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.70599617706,0.00457543098,55.91580656880
Special Geographic Area - Carmen,PH1909901,Special Geographic Area,PH19099,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.79549523794,0.00771236332,94.19842294500
Special Geographic Area - Kabacan,PH1909902,Special Geographic Area,PH19099,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.71585410927,0.00864409721,105.57671335500
Special Geographic Area - Midsayap I,PH1909903,Special Geographic Area,PH19099,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Philippines (the),PH,2022/11/09,2023/11/06,,,,0.46356130406,0.00378678482,46.26041194020
